lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,previous_cancellations,reserved_room_type,booking_changes,adr,total_of_special_requests,is_canceled
9,2,8,25,2,2,2,0,0,PRT,0,1,0,68.0,0,Y
10,9,36,3,0,3,2,0,0,PRT,0,1,0,117.67,1,N
0,6,26,21,0,2,1,0,0,PRT,0,1,1,101.7,1,N
65,9,36,5,1,1,2,0,0,PRT,0,1,0,62.0,0,Y
0,8,33,13,0,2,2,0,0,PRT,0,4,0,89.0,1,Y
26,4,16,13,0,1,2,0,0,PRT,0,4,0,126.0,1,N
192,9,39,25,2,3,2,0,0,PRT,0,1,0,102.0,0,N
22,10,42,13,0,1,1,0,0,ESP,0,1,0,67.0,0,N
115,2,9,27,2,6,1,0,0,PRT,0,1,1,64.75,0,Y
386,10,44,23,2,0,2,0,0,DEU,0,1,0,115.0,1,N
342,9,39,24,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
86,10,42,10,1,2,2,0,0,FRA,0,1,0,108.0,2,Y
351,6,26,23,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
277,11,46,7,1,2,2,0,0,PRT,0,1,0,100.0,0,Y
1,5,21,24,0,1,2,2,0,GBR,0,6,1,216.0,1,N
118,5,20,9,1,2,2,0,0,DEU,0,1,0,105.3,1,N
265,6,26,24,0,2,1,0,0,PRT,0,1,1,90.0,0,N
73,6,24,12,1,1,2,0,0,ESP,0,1,0,80.1,1,N
128,5,19,12,0,2,2,0,0,GBR,0,1,0,126.0,1,Y
7,12,50,9,0,2,1,0,0,IRL,0,1,0,100.0,0,N
53,3,11,13,1,4,2,0,0,FRA,0,1,0,92.02,1,N
35,8,32,4,1,3,2,0,0,FRA,0,1,0,85.0,2,N
257,7,27,1,0,2,2,0,0,PRT,0,1,0,101.5,0,N
273,7,29,17,0,2,2,0,0,PRT,0,1,0,109.0,0,N
118,6,24,6,1,1,2,0,0,PRT,0,1,1,120.0,0,Y
231,12,49,2,1,2,2,0,0,DEU,0,1,0,78.3,2,Y
305,12,50,8,1,3,2,0,0,GBR,0,1,0,63.75,1,Y
330,6,23,2,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
85,10,41,6,1,3,2,0,0,CN,0,1,0,85.0,1,N
75,10,45,30,2,0,2,0,0,PRT,0,1,0,105.0,0,Y
3,4,18,24,1,0,2,0,0,PRT,0,1,0,89.0,1,N
19,10,41,3,1,2,2,0,0,NLD,0,1,0,149.0,0,Y
114,7,27,4,0,1,2,0,0,CN,0,4,0,108.0,1,N
6,1,1,2,1,3,2,0,0,ESP,0,1,0,96.9,0,Y
55,4,15,6,0,1,2,0,0,PRT,0,1,0,104.0,0,N
17,2,7,13,1,2,2,0,0,DEU,0,1,0,108.0,1,N
16,11,45,4,0,2,1,0,0,PRT,1,1,0,95.0,0,Y
320,8,34,18,0,2,2,0,0,DEU,0,1,0,115.0,1,N
31,2,8,20,2,1,2,0,0,BEL,0,1,0,83.9,1,N
18,2,9,22,1,0,1,0,0,FIN,0,1,0,85.0,0,N
13,4,14,2,2,2,2,0,0,FRA,0,1,0,120.0,0,Y
50,5,20,14,2,2,2,1,0,BRA,0,4,0,115.58,2,N
62,8,36,30,0,5,2,0,0,IRL,0,4,0,111.6,0,Y
47,4,17,18,1,1,2,0,0,IRL,0,1,0,85.5,0,Y
330,9,37,12,2,2,2,0,0,PRT,1,1,0,62.0,0,Y
0,8,33,11,0,3,2,0,0,FRA,0,1,1,124.0,0,N
68,4,16,14,1,3,2,0,0,SWE,0,4,0,112.2,0,Y
86,6,22,2,1,2,2,0,0,ITA,0,Unknown,0,180.0,0,Y
99,5,18,4,1,3,2,0,0,IRL,0,Unknown,0,135.0,1,N
19,5,20,15,1,3,3,0,0,CHN,0,Unknown,0,216.0,0,Y
133,7,30,27,0,3,2,0,0,PRT,0,Unknown,0,139.51,1,N
123,9,39,20,1,5,2,0,0,GBR,0,Unknown,0,143.1,1,Y
20,7,30,25,0,2,2,0,0,ESP,0,Unknown,0,140.0,1,Y
396,6,26,25,2,0,1,0,0,DEU,0,Unknown,1,95.5,1,N
23,5,21,21,1,1,1,0,0,US,0,Unknown,1,156.0,0,Y
170,6,27,27,1,1,2,0,0,PRT,0,Unknown,2,105.3,1,N
41,12,53,27,0,1,2,0,0,BRA,0,Unknown,0,65.0,1,N
1,1,2,7,0,1,1,0,0,PRT,0,Unknown,1,45.0,0,N
85,1,1,3,0,3,1,0,0,AUS,0,Unknown,2,79.2,2,N
107,6,22,2,1,2,3,0,0,CHE,0,Unknown,0,214.2,0,Y
256,3,12,24,0,2,2,0,0,ITA,0,Unknown,0,90.0,0,Y
239,6,25,15,0,2,2,0,0,PRT,0,Unknown,0,112.2,0,Y
153,6,24,13,0,4,2,0,0,AUT,0,Unknown,0,137.25,1,N
51,3,11,11,1,2,2,0,0,ARG,0,Unknown,0,76.5,0,Y
110,10,42,9,1,0,1,0,0,NLD,0,Unknown,1,120.0,0,N
45,7,27,2,2,0,2,0,0,CHN,0,Unknown,0,98.1,1,Y
201,9,37,8,1,3,2,0,0,POL,0,Unknown,0,119.85,2,N
194,4,13,1,1,1,2,0,0,FRA,0,Unknown,0,75.0,0,N
17,9,38,14,1,2,2,0,0,GBR,0,Unknown,0,84.0,0,N
134,4,15,10,1,3,2,0,0,AUT,0,Unknown,0,119.25,2,N
4,7,29,17,1,1,1,0,0,PRT,0,Unknown,0,65.0,2,N
3,3,13,27,1,0,2,0,0,PRT,0,Unknown,1,146.0,0,N
209,8,34,20,8,18,2,1,0,AGO,0,Unknown,3,127.99,1,Y
116,2,10,28,2,1,1,0,0,PRT,0,Unknown,0,61.0,0,Y
139,7,29,13,2,7,2,1,0,PRT,0,Unknown,0,86.92,0,Y
77,6,26,19,2,3,3,0,0,ESP,0,Unknown,0,153.18,2,N
16,12,53,28,2,4,2,0,0,PRT,0,Unknown,0,76.67,0,Y
2,6,23,2,0,1,1,0,0,PRT,0,Unknown,0,109.0,0,N
44,2,8,17,0,3,2,0,0,PRT,0,Unknown,0,75.0,0,Y
55,9,37,6,2,0,2,0,0,ESP,0,Unknown,0,75.0,0,N
176,7,27,7,0,1,1,0,0,PRT,0,Unknown,1,85.68,0,N
12,7,29,11,1,1,1,0,0,JPN,0,Unknown,0,145.0,1,N
88,4,15,4,1,2,2,0,0,POL,0,Unknown,0,90.3,1,N
281,4,16,14,0,2,2,0,0,PRT,0,Unknown,0,62.0,0,Y
220,11,49,29,2,5,2,0,0,ROU,0,Unknown,0,73.95,2,N
10,10,41,2,2,1,2,0,0,FRA,0,Unknown,0,85.0,0,N
108,4,17,24,1,2,2,0,0,FRA,0,Unknown,0,108.0,1,N
12,2,9,26,0,2,2,0,0,BEL,0,Unknown,0,93.0,1,N
108,3,10,10,1,2,2,0,0,FRA,0,Unknown,0,97.2,2,N
34,1,4,22,1,2,1,0,0,GBR,0,Unknown,0,99.3,1,N
3,9,39,25,1,2,2,0,0,JPN,0,Unknown,0,170.0,0,N
34,4,14,2,1,1,2,0,0,CHN,0,Unknown,0,131.4,1,N
58,11,48,20,2,1,2,0,0,FRA,0,Unknown,0,75.0,1,N
117,7,30,29,2,1,2,0,0,ITA,0,Unknown,0,80.1,0,N
320,8,34,18,0,2,2,0,0,DEU,0,Unknown,0,115.0,1,N
14,10,42,15,0,1,1,0,0,PRT,1,Unknown,0,100.0,0,Y
57,3,11,16,0,3,2,0,0,ITA,0,Unknown,0,75.0,0,N
3,8,34,16,2,0,2,0,0,PRT,0,Unknown,0,75.0,1,N
13,6,23,5,1,2,2,0,0,FRA,0,Unknown,0,186.67,2,N
321,9,36,3,0,2,2,0,0,PRT,1,Unknown,0,62.0,0,Y
396,6,26,25,2,0,2,0,0,DEU,0,Unknown,0,122.4,1,N
6,8,33,18,0,2,2,0,0,SWE,0,Unknown,0,136.8,2,N
82,5,22,29,1,4,2,0,0,NOR,0,Unknown,0,126.0,0,Y
219,9,40,30,1,2,2,0,0,PRT,0,Unknown,0,120.0,0,Y
290,8,32,3,1,3,2,0,0,PRT,1,Unknown,0,62.0,0,Y
159,9,39,19,1,2,1,0,0,PRT,0,Unknown,1,122.0,0,Y
36,11,48,25,0,4,1,0,0,TUR,0,Unknown,0,89.89,2,N
82,5,19,11,0,2,3,0,0,IRL,0,Unknown,1,240.0,3,N
0,10,43,24,0,1,2,0,0,ESP,0,Unknown,0,102.5,0,N
102,4,17,24,1,3,1,0,0,IRL,0,1,1,90.0,0,N
0,12,53,29,0,1,2,0,0,JPN,0,1,0,105.0,0,N
4,9,40,25,2,0,2,0,0,ESP,0,1,1,160.0,0,N
166,7,29,21,1,2,2,0,0,ESP,0,1,0,122.7,0,Y
96,5,18,1,1,3,2,0,0,FRA,0,1,0,85.0,0,N
76,9,38,16,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
181,5,20,11,0,4,2,0,0,GBR,0,4,0,117.73,1,N
49,9,37,5,1,2,1,0,0,USA,0,4,0,115.5,1,Y
43,5,18,2,0,3,3,0,0,FRA,0,5,0,240.7,0,Y
99,2,8,19,0,1,1,0,0,PRT,0,1,0,80.0,0,N
233,9,38,18,0,1,2,0,0,PRT,1,1,0,100.0,0,Y
6,8,35,23,0,1,2,0,0,FRA,0,1,0,140.0,1,N
10,7,28,15,0,1,2,0,0,GBR,0,1,0,98.0,1,Y
248,2,7,14,0,5,1,0,0,PRT,0,1,0,80.75,0,Y
35,10,44,28,1,2,2,0,0,TUR,0,1,0,129.0,1,N
10,4,15,7,0,3,2,0,0,FRA,0,1,0,111.0,0,Y
162,6,26,28,0,4,2,0,0,FRA,0,1,2,117.85,3,N
76,11,47,14,1,3,2,0,0,POL,0,1,0,89.7,1,N
74,3,12,24,2,6,0,2,0,ARE,0,2,0,84.73,0,Y
74,1,2,11,2,5,2,0,0,PRT,0,1,0,76.94,2,N
74,5,19,4,0,1,1,0,0,PRT,0,1,0,95.0,0,N
368,6,26,28,0,3,2,0,0,PRT,0,1,0,90.0,0,Y
74,1,1,7,2,3,2,1,0,USA,0,4,4,108.0,3,N
62,4,14,1,1,2,2,0,0,FRA,0,4,0,106.2,0,N
152,5,18,3,0,3,2,0,0,PRT,0,1,0,100.0,0,Y
110,10,42,9,2,2,2,0,0,PRT,0,1,4,130.0,2,Y
74,1,1,6,2,2,3,0,0,DEU,0,5,0,144.29,1,N
13,9,38,13,2,2,2,0,1,ISR,0,1,0,102.0,2,N
238,10,41,6,0,3,2,0,0,ESP,0,4,0,140.4,0,Y
148,7,27,1,2,6,2,0,0,ESP,0,1,0,98.39,2,N
74,10,41,6,0,2,2,0,0,PRT,0,1,1,114.0,1,Y
76,1,1,3,2,9,3,0,0,FRA,0,4,0,130.9,3,Y
12,2,7,7,1,0,2,0,0,THA,0,1,0,93.0,2,Y
267,9,40,30,1,2,2,0,0,PRT,0,1,0,95.0,0,Y
35,10,42,17,1,1,2,0,0,ESP,0,1,0,104.85,1,N
2,10,44,27,0,2,1,0,0,USA,0,1,0,139.0,3,N
17,2,7,13,1,3,2,0,0,FRA,0,1,0,74.8,0,N
192,7,31,25,1,4,3,0,0,AUT,0,5,1,117.3,1,N
84,7,30,27,2,5,2,0,0,SLE,0,1,0,121.43,1,N
52,3,13,21,1,0,2,0,0,DEU,0,1,0,99.0,1,N
134,2,8,25,0,1,1,0,0,PRT,0,1,0,75.0,0,N
68,2,8,17,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
2,7,30,25,2,2,2,0,0,PRT,0,1,0,62.0,0,N
84,5,21,22,1,1,2,0,0,BEL,0,1,0,144.0,0,N
31,9,37,5,1,2,4,0,0,PRT,0,7,0,197.65,1,N
55,12,53,31,0,3,2,0,0,PRT,0,1,0,71.33,0,N
0,8,34,20,1,0,3,0,0,PRT,0,4,0,198.0,0,N
0,10,45,30,1,0,1,0,0,GBR,0,1,0,140.0,0,N
138,6,24,17,2,2,1,1,0,GBR,0,1,0,72.42,1,N
32,4,16,16,1,1,3,0,0,GBR,0,1,0,142.2,2,N
54,11,47,18,2,2,2,0,0,USA,0,1,0,74.8,1,N
3,2,9,27,1,1,1,0,0,ZAF,0,1,1,88.0,2,N
250,7,29,21,0,1,2,2,0,GBR,0,6,2,100.0,0,N
154,8,32,12,2,3,2,0,0,RUS,0,1,0,112.5,0,Y
18,5,23,30,1,3,2,0,0,FRA,0,1,0,80.75,0,N
212,10,43,16,2,1,2,0,0,IRL,0,1,1,96.3,2,N
0,8,33,8,1,0,3,0,0,PRT,0,5,0,188.0,0,N
37,5,18,2,0,4,2,0,0,NLD,0,1,0,135.2,1,N
154,8,33,17,1,3,2,0,0,PRT,0,1,0,80.1,1,N
19,7,28,9,2,2,2,0,0,GBR,0,1,1,150.0,2,N
215,9,40,28,0,2,2,0,0,PRT,0,1,0,97.71,0,Y
2,6,27,30,0,1,2,0,0,ESP,0,1,0,75.0,0,N
129,1,2,8,2,1,1,0,0,PRT,0,4,0,67.0,0,Y
1,9,38,18,0,1,1,0,0,PRT,0,1,0,0.0,1,N
496,11,47,17,0,2,2,0,0,PRT,0,1,0,62.8,0,Y
10,10,41,5,1,3,2,0,0,NOR,0,1,0,135.5,1,N
96,5,19,11,0,3,2,0,0,DEU,0,5,0,139.2,0,N
0,10,43,23,2,2,1,0,0,USA,0,1,0,96.0,0,N
454,10,41,6,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
264,4,15,12,0,3,2,0,0,DEU,0,1,0,99.0,1,Y
0,4,18,30,1,0,1,0,0,FRA,0,1,1,88.56,0,N
56,4,17,22,0,2,2,0,0,PRT,0,4,0,119.1,1,N
270,7,30,27,0,3,1,0,0,GBR,0,1,1,89.1,3,N
174,6,22,1,0,3,2,0,0,PRT,0,1,0,110.0,0,Y
426,9,37,8,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
57,9,38,16,0,2,1,0,0,ITA,0,1,0,91.0,0,N
4,5,20,10,0,1,1,0,0,PRT,0,1,0,65.0,0,N
215,11,48,21,1,2,1,0,0,PRT,0,1,2,75.0,1,N
80,5,19,2,1,1,2,0,0,FRA,0,1,2,126.9,1,N
10,2,8,25,1,1,3,0,0,GBR,0,4,0,163.0,0,Y
13,1,1,6,2,2,2,0,0,FRA,0,1,0,100.0,1,Y
77,10,41,7,1,2,2,0,0,ESP,0,4,0,132.3,3,N
164,8,33,14,0,1,2,0,0,PRT,1,1,0,60.0,0,Y
35,10,44,30,1,2,2,0,0,FRA,0,4,0,70.0,0,N
224,5,20,14,1,0,4,0,0,PRT,0,7,1,232.2,4,N
151,1,4,19,0,3,1,0,0,PRT,0,1,0,80.0,0,Y
18,8,34,20,0,1,1,0,0,PRT,0,1,0,131.0,1,N
125,7,29,14,0,3,2,0,0,ESP,0,1,0,94.5,0,N
135,7,29,16,0,3,1,0,0,PRT,1,1,0,68.0,2,Y
112,5,22,27,1,2,2,0,0,IRL,0,4,0,140.4,1,N
104,5,20,16,0,3,1,0,0,USA,0,1,0,117.0,0,Y
1,1,3,17,0,1,1,0,0,AUT,0,1,0,79.0,0,N
216,10,43,19,1,2,2,0,0,PRT,0,1,0,12.0,0,Y
18,3,10,5,2,2,2,0,0,BEL,0,1,0,91.8,3,N
96,5,18,1,1,3,2,0,0,FRA,0,1,0,85.0,0,N
79,10,43,21,4,7,2,2,0,FRA,0,6,0,172.23,1,N
104,9,37,5,2,5,2,0,0,GBR,0,1,0,98.64,1,N
1,6,25,18,0,1,2,1,0,PRT,0,1,0,168.0,2,N
82,4,15,11,0,5,2,0,0,GBR,0,1,0,126.0,2,N
139,6,25,22,0,3,2,0,0,USA,0,4,0,100.0,1,Y
4,8,32,8,2,1,2,0,0,ITA,0,1,0,94.5,0,N
6,4,15,12,0,2,2,0,0,PRT,0,1,0,100.0,1,N
243,7,27,4,0,3,2,0,0,PRT,0,1,1,90.0,0,Y
184,7,27,4,2,3,2,0,0,PRT,1,1,0,76.5,0,Y
240,2,5,1,0,1,2,0,0,USA,0,1,0,79.2,2,N
40,10,43,21,0,2,2,0,0,ITA,0,4,0,175.0,0,Y
39,11,46,9,1,4,2,0,0,DEU,0,4,0,140.08,0,N
55,11,45,2,0,4,2,0,0,PAN,0,1,0,100.0,0,N
82,2,6,2,0,5,2,0,0,PRT,1,1,0,96.0,0,Y
86,12,53,30,0,3,2,0,0,CRI,0,1,0,81.86,1,N
121,6,26,24,1,2,2,0,0,PRT,0,1,0,90.0,0,Y
133,5,20,9,1,4,2,0,0,FRA,0,1,0,99.45,1,N
447,9,40,29,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
4,4,16,14,0,3,2,0,0,ARG,0,1,2,110.15,0,N
244,9,36,3,0,1,2,0,0,DEU,0,1,1,85.5,1,N
68,2,8,17,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
6,1,3,12,0,1,1,0,0,PRT,0,1,0,85.0,1,N
58,1,5,27,0,3,1,0,0,PRT,0,1,3,80.67,1,Y
174,3,10,5,2,2,2,0,0,FRA,0,1,0,90.0,1,N
267,9,40,30,1,2,2,0,0,PRT,0,1,0,95.0,0,Y
15,6,23,7,0,2,1,0,0,FRA,0,1,0,130.0,0,N
44,8,35,31,1,3,2,0,0,DEU,0,1,0,140.75,1,N
79,11,46,13,0,2,2,0,0,PRT,0,1,0,75.0,0,Y
27,7,28,8,0,1,2,0,0,SWE,0,1,0,139.0,0,Y
46,8,32,7,1,2,1,0,0,BHR,0,1,0,140.0,1,Y
28,10,42,12,1,1,2,0,0,ESP,0,1,0,110.65,2,N
113,4,16,20,1,3,1,0,0,FRA,0,4,0,139.5,2,Y
184,3,13,26,2,3,2,0,0,BRA,0,1,2,70.72,0,N
3,4,15,7,0,1,1,0,0,ESP,0,1,0,76.0,0,N
41,12,53,27,1,5,2,0,0,BRA,0,1,1,70.0,0,N
117,2,10,29,1,2,2,0,0,PRT,1,1,0,75.0,0,Y
37,2,8,17,0,4,2,0,0,PRT,0,1,4,79.5,0,N
281,7,30,25,2,2,2,0,0,PRT,1,1,0,62.0,0,Y
178,4,18,28,0,3,1,0,0,PRT,1,1,0,110.0,0,Y
81,11,49,29,1,0,2,0,0,PRT,0,1,1,85.0,1,Y
193,9,37,10,2,1,2,0,0,CN,0,1,0,97.71,1,N
48,5,20,10,0,5,2,0,0,FRA,0,4,0,140.4,1,N
159,7,31,31,1,2,2,3,0,BEL,0,7,0,260.0,1,N
8,7,30,25,0,1,1,0,0,PRT,1,1,0,65.0,0,N
153,6,25,21,0,4,1,0,0,PRT,0,1,0,110.0,0,Y
18,10,41,4,2,1,1,0,0,PRT,1,1,0,110.0,0,Y
6,12,50,10,0,2,1,0,0,PRT,1,1,0,0.0,0,Y
151,3,12,20,1,1,2,0,0,PRT,0,1,0,95.0,1,N
12,10,44,25,2,1,2,0,0,PRT,1,1,0,111.0,0,Y
16,6,27,30,2,5,2,0,0,PRT,0,1,0,151.0,1,N
103,8,35,29,0,5,1,0,0,CHN,0,4,1,153.6,0,N
137,1,5,27,0,2,1,0,0,PRT,1,1,0,70.0,0,Y
0,8,33,9,2,0,2,0,0,ESP,0,1,0,98.0,2,N
1,5,21,18,0,1,1,0,0,PRT,0,1,0,117.8,0,N
166,3,12,25,2,2,2,0,0,AUT,0,1,0,88.4,1,Y
132,7,30,23,0,1,2,0,0,PRT,0,1,0,90.0,0,N
2,1,3,15,2,2,3,0,0,COL,0,5,0,126.01,3,Y
8,7,31,26,0,1,2,0,0,PRT,0,1,0,75.0,0,N
80,4,14,8,2,1,1,2,0,FRA,0,1,0,122.0,0,N
92,5,20,18,1,3,2,1,0,DEU,0,1,0,155.25,2,N
28,4,17,27,1,3,3,0,0,GBR,0,1,1,155.0,2,N
9,12,51,16,0,1,2,0,0,PRT,0,1,0,98.0,0,N
103,4,17,19,0,2,1,0,0,PRT,0,1,0,115.0,0,Y
12,10,41,4,1,0,2,0,0,FRA,0,1,0,72.0,0,N
131,6,25,17,2,3,2,0,0,DEU,0,1,1,105.74,1,N
8,2,6,10,2,2,2,0,0,GBR,0,1,0,54.71,1,N
4,5,22,23,1,1,1,0,0,PRT,0,1,0,90.0,1,N
20,3,11,13,1,1,1,0,0,FRA,0,1,0,178.0,0,N
61,2,6,3,1,4,2,0,0,FRA,0,1,0,60.0,0,N
207,5,21,25,1,3,1,0,0,FRA,0,1,1,107.1,2,N
91,4,15,12,0,3,2,0,0,ARG,0,1,0,105.0,0,Y
78,10,41,7,1,2,3,0,0,CHE,0,4,0,151.2,2,N
41,6,26,21,0,3,2,0,0,FIN,0,1,0,76.92,1,N
2,6,27,26,2,3,2,0,0,PRT,0,1,0,63.75,0,N
57,6,24,10,1,2,2,0,0,PRT,0,Unknown,0,90.67,1,N
153,8,32,3,1,2,2,0,0,PRT,1,Unknown,0,60.0,0,Y
5,6,25,13,1,0,3,0,0,PRT,0,Unknown,0,137.0,3,N
115,8,35,23,0,3,2,2,0,PRT,0,Unknown,1,222.0,1,N
43,8,36,29,1,2,3,0,0,ESP,0,Unknown,0,144.9,0,Y
117,8,35,24,1,4,2,0,0,PRT,0,Unknown,0,72.25,0,Y
1,3,14,28,1,3,2,0,0,ESP,0,Unknown,0,103.5,0,N
10,8,34,20,1,3,2,0,0,PRT,0,Unknown,1,106.5,2,N
305,11,45,4,1,2,2,0,0,PRT,0,Unknown,0,89.0,0,Y
94,1,2,10,0,3,2,0,0,BRA,0,Unknown,0,93.6,0,Y
96,4,15,10,1,3,2,1,0,AUT,0,Unknown,0,183.75,0,N
1,12,51,12,1,1,1,0,0,BEL,0,Unknown,1,87.0,1,N
110,4,17,27,2,3,1,0,0,GBR,0,Unknown,0,100.8,1,N
160,5,20,15,1,2,2,1,0,CN,0,Unknown,0,204.75,1,Y
110,4,17,28,0,2,3,0,0,IRL,0,Unknown,1,139.0,0,N
74,6,26,20,1,0,1,0,0,DEU,0,Unknown,0,123.0,0,N
137,6,25,23,0,2,2,0,0,PRT,0,Unknown,0,125.0,0,Y
58,10,45,31,1,3,2,0,0,PRT,0,Unknown,0,90.68,2,N
8,6,25,14,0,2,1,0,0,PRT,0,Unknown,0,76.08,0,N
74,4,16,13,0,1,2,0,0,PRT,0,Unknown,0,90.0,1,N
0,9,37,9,0,1,2,0,0,CHN,0,Unknown,0,107.42,0,N
12,12,50,8,0,2,1,0,0,PRT,0,Unknown,0,67.0,1,N
39,9,40,25,1,0,1,0,0,SWE,0,Unknown,0,100.0,0,N
32,5,20,13,1,2,3,0,0,FRA,0,Unknown,0,100.0,2,N
74,6,23,4,2,2,2,0,0,CHN,0,Unknown,0,100.0,1,Y
188,8,32,7,1,1,3,0,0,BEL,0,Unknown,0,100.0,0,Y
178,10,44,24,1,3,2,0,0,FRA,0,Unknown,1,100.0,1,N
11,6,25,14,0,3,1,0,0,PRT,0,Unknown,0,90.0,0,N
46,8,34,17,1,1,2,0,0,ESP,0,Unknown,0,62.0,0,N
31,2,6,4,0,2,2,0,0,PRT,0,Unknown,1,81.5,0,N
19,5,18,1,1,0,2,0,0,DEU,0,Unknown,0,117.0,1,N
0,8,33,13,0,3,2,0,0,FRA,0,Unknown,0,148.67,0,N
209,7,29,17,1,4,2,0,0,BRA,0,Unknown,0,89.1,2,Y
468,10,43,20,0,2,2,0,0,PRT,0,Unknown,0,62.0,0,Y
163,10,41,5,0,3,1,0,0,ESP,0,Unknown,0,100.8,0,N
25,2,8,23,1,3,3,0,0,ITA,0,Unknown,0,134.3,0,N
212,7,26,1,2,1,2,0,0,DEU,0,Unknown,0,107.1,0,N
156,6,25,18,1,1,2,0,0,PRT,0,Unknown,0,96.0,0,Y
0,4,17,19,0,3,2,0,0,CN,0,Unknown,0,70.03,0,N
19,9,39,23,0,2,2,0,0,GBR,0,Unknown,0,158.0,3,N
3,8,32,1,1,0,2,2,0,FRA,0,Unknown,0,201.0,1,N
11,11,48,22,0,4,2,0,0,ROU,0,Unknown,0,80.07,0,N
138,7,30,25,0,1,2,0,0,BRA,0,Unknown,0,60.0,0,N
24,4,17,17,2,3,3,0,0,FRA,0,Unknown,1,145.4,2,N
16,6,25,12,2,0,1,0,0,ROU,0,Unknown,0,84.0,0,N
47,5,20,15,1,2,2,0,0,PRT,0,Unknown,0,164.0,0,N
33,1,5,25,1,1,2,0,0,BRA,0,Unknown,0,64.0,0,N
124,4,18,28,1,3,1,0,0,CHE,0,Unknown,0,96.48,0,Y
100,10,44,31,1,1,2,0,0,PRT,0,Unknown,0,62.0,0,Y
318,8,36,31,1,1,2,0,0,PRT,1,Unknown,0,62.0,0,Y
248,4,15,9,2,0,2,0,0,PRT,0,Unknown,0,80.0,0,Y
81,3,13,25,2,2,2,0,0,PRT,0,Unknown,0,65.0,0,Y
0,10,42,10,1,0,2,0,0,PRT,0,Unknown,0,0.0,0,N
65,2,7,15,2,8,2,1,0,RUS,0,Unknown,0,107.1,3,Y
0,7,31,28,0,0,2,0,0,PRT,0,Unknown,2,0.0,0,N
17,12,53,28,1,0,2,0,0,ESP,0,Unknown,0,97.0,2,N
302,5,19,5,0,2,2,0,0,PRT,0,Unknown,0,62.0,0,Y
146,6,26,27,0,1,2,0,0,ESP,0,Unknown,0,162.0,0,Y
69,6,25,12,2,4,1,0,0,PRT,0,Unknown,0,120.0,0,Y
34,10,44,26,0,3,2,1,0,FRA,0,Unknown,0,100.0,0,N
11,7,29,16,2,0,1,0,0,ITA,0,Unknown,0,129.0,1,N
120,6,25,18,2,2,2,0,0,FRA,0,Unknown,0,118.86,1,Y
122,8,33,9,0,3,1,0,0,ROU,0,Unknown,0,97.75,0,Y
99,2,8,19,0,1,2,0,0,PRT,1,Unknown,0,80.0,0,Y
25,8,31,3,1,3,2,0,0,FRA,0,Unknown,0,147.0,1,N
63,6,25,24,1,1,3,0,0,BEL,0,Unknown,0,220.0,1,N
350,6,25,17,0,2,2,0,0,PRT,0,Unknown,0,140.0,0,Y
112,4,17,18,1,4,2,0,0,DEU,0,Unknown,1,76.97,0,N
226,10,44,29,2,2,2,0,0,FRA,0,Unknown,1,70.0,1,N
160,12,53,30,0,3,2,0,0,PRT,0,Unknown,0,70.67,0,N
32,12,52,24,1,1,2,0,0,CHN,0,Unknown,0,79.2,0,Y
7,10,44,28,0,2,1,0,0,GBR,0,Unknown,0,92.4,1,N
478,8,32,8,0,4,1,0,0,PRT,0,Unknown,2,88.5,0,Y
104,8,36,30,2,1,2,0,0,ESP,0,Unknown,0,90.0,0,Y
62,4,15,14,1,2,2,0,0,FRA,0,Unknown,0,141.0,1,N
75,4,14,5,0,4,1,0,0,NLD,0,Unknown,0,85.0,0,N
150,3,12,19,2,5,2,0,0,AUT,0,Unknown,0,41.43,2,N
0,3,10,1,0,1,2,0,0,FRA,0,Unknown,0,101.0,0,N
265,12,53,26,1,3,2,0,0,ESP,0,Unknown,0,73.95,0,Y
5,11,47,17,0,2,2,0,0,ESP,0,Unknown,0,86.6,1,N
24,6,23,6,0,4,2,0,0,IRL,0,Unknown,0,89.0,0,N
50,1,3,14,0,3,2,0,0,PRT,0,Unknown,0,52.0,1,N
30,8,33,17,0,3,2,1,0,FRA,0,Unknown,0,138.02,2,N
122,4,15,13,0,3,2,0,0,GBR,0,Unknown,0,92.17,2,N
42,3,13,20,2,2,2,0,0,FRA,0,Unknown,0,97.63,1,N
0,10,43,17,1,1,1,0,0,ESP,0,Unknown,1,95.0,0,N
14,6,25,17,2,4,2,0,0,DEU,0,Unknown,0,95.0,0,N
7,12,53,29,0,3,2,0,0,FRA,0,Unknown,0,178.67,0,N
11,10,42,11,2,3,2,0,0,AGO,0,Unknown,0,100.0,0,N
5,3,10,1,0,4,1,0,0,CZE,0,1,1,51.0,0,N
46,8,34,17,1,1,2,0,0,ESP,0,1,0,62.0,1,N
159,8,32,4,1,3,3,0,0,FRA,0,1,0,115.25,1,N
